summary,text
희정의 병상 주변에서 기다리는 사람들과 응급수술의 상황이 추가됨.," 끊어지려 하는 가는 목숨을, 마디마디 졸이는 듯한, 머리맡에 목각종 소리 는, 혼자 제 세상이라고, 고요한 방 안을 아프게 울린다. 무거운 수은을, 부어 떼어 듯한, 방 안의 공기는, 가만한 속에서도, 한참 바쁘게, 장차 일 어날 무슨 일을, 신비스러웁고 거룩히 큰 무슨 어려운 일을, 예비하기에 몹 시 부산한 듯하다.[ADDED] 대각대각 하는 시계 소리가, 기름이 말라서 기운 없이 서면…… 바랄 수 없는 희정의 목숨이, 목 안에서 깔딸깔딱하다가 그만 뚝 그치면…… 희정의 병상을 에워싸고, 안타까 웁게 들여다보는 여러 사람은, 하염없이 창자를 졸 이며, 무엇을 기다리고 있다. 그러나, 그 기다리는 무엇이란 무엇이, 참으 로 무엇인지는 모른다. 아무도, 캄캄히 모를 수밖에 없이되었다. 다섯 시간 전에, 희정의 배를 갈랐었다. 위와 십이지장을 수술하려 함이었 다. 하다가 미처 손을 떼이기도 전에, 원체 몹시도 허약해진 환자는, 시간 을 기다리지 못하여, 맥박이 끊어지려 하였다. 그래서 하는 수 없이, 병수 술은 둘째이고, 우선 끊어지려 하는 목숨이나, 조금 더 구원해보려고, 애쓰 게 되었다. 갈라떼어 배를, 허둥지둥 되는 대로 급급히 꿰매어 놓으니, 물론 믿을 수 없는 것은, 환자의 남았다 하는 그 목숨이다. 응급수술의 힘으로 이때껏 목숨이 부지하여 있으나, 의사가 “열 시간 이 상은, 더 바랄 수 없습니다” 하고, 다시 입맛을 쩍쩍 다시며, “어서 수의 나, 장만할 도리나 하시오” 하는, 정떨어지는 최후의 선언을, 하고 가버리 었다. 정작, 목숨의 주인인 희정이는 몰라도, 애를 써서 간호하던 여러 사 람들은, 청춘을 다 못 사는 희정의 짧은 일생을, 가엾게도 박명한 그의 일 생을, 너무도 박절히, 열 시간이라는 기한을 받아 놓고, 임종을 기다려 지 키고 있게 되었다. [/ADDED]"
김랑과 조신이 더 깊은 골짜기로 향하며 조신이 김랑을 업은 장면이 추가됨.," ""이제 고만 가요."" ""아직도 길이 보이는데.[ADDED]"" ""그래도 더 못 가겠어요."" 하고 김랑은 몸을 못 가누는 듯이 젖은 바위에 쓰러지듯이 앉는다. ""조금만 더 올라갑시다. 이 물줄기가 꽤 큰 것을 보니 골짜기가 깊을 것 같소. 길에서 안 보일 만한 데 들어가서 쉬입시다."" ""아이, 다리를 못 옮겨놓겠는데."" ""그럼, 내게 업히시오."" 하고 조신은 김랑에게로 등을 돌려 댄다. ""그러기로 그 보퉁이도 무거울 터인데 나꺼정 업고 어떻게 산길을 가시랴 오?"" ""그래도 어서 업히시오. 소승은 산길에 익어서 평짓길이나 다름이 없으니 자, 어서."" 김랑은 조신의 등에 업혔다. 어린애 모양으로 두 팔로 조신의 어깨를 꼭 잡고 뺨을 조신의 등에 닿였다. 조신은 평생 처음으로 여자의 몸에 몸을 닿인 것이다. 비록 옷 입은 위라 하더라도 김랑의 부드럽고 따뜻한 살 기운을 감촉할 수가 있는 것 같았다. 조신은 김랑을 업은 것이 기쁘고 또 보퉁이의 무거운 것이 기뻤다. 그는 한참 동안 몸이 더 가벼워진 듯하여서 성큼성큼 시내를 끼고 올라갔다. 천 리라도 만리라도 갈 수 있는 것만 같았다. 이따금 짐승이 놀라서 뛰는 소리도 들리고 무척 일찍 일어나는 새소리도 들렸다. 그러한 때마다 조신은 마치 용선 화상이나 평목이, ""조신아, 조신아."" 하고 부르는 것만 같아서 몸을 멈칫멈칫하였다. ""우리가 얼마나 왔어요?"" 하고 등에 업힌 김랑이 한삼으로 조신의 이마와 목의 땀을 씻어주며 물었 다. [/ADDED]"
성근이가 동생과 함께 집에 와서 가족들과 함께 저녁을 먹는 장면이 추가됨., 아내는 부엌에서 그릇을 딸그락거리더니 찌그러진 상을 들고 왔다. 큰 바 가지에는 콩가루에 솔가루 섞은 그들의 밥(?[ADDED])이 파르스름하게 담기었다. 사립문에서 아이 우는 소리 들리더니 고대 성근이가 갓난이를 엎고 코를 홀짝거리며 들어왔다. 그는 곧 올 것 같으다. “좀 먹여 주더나?” 할머니와 어머니의 한꺼번에 묻는 말에 성근이는 머리를 흔들며 “쬐곰 빨리고 마 더구마 머 거기도 젖이 작다 하더구마.” 하며 아우를 어머니에게 건니고 밥상 앞에 퍼슬이고 앉는다. “참 힝아 사리잣(구운 잣) 가져왔나?” 문득 생각난 듯 노근이에게 물었다. 노근이는 말없이 있다가 쓰게 웃으며 “개울 건너다 빠뜨렸다.” 아우는 쥔 숟갈을 던지며 “거짓말 거짓말 아침에 고염도 안 따 주고 머 내 인자야 너 심부름도 안해 줄기다야 체.” “고염? 고염은 비리가 올라 못 먹는단다.” “싫여 싫여!” 성근이는 입을 삐죽거리며 두 다리를 퍼덩거렸다. 할머니는 슬쩍 노근에게 눈짓을 하더니 자급그럽게 성근이를 붙들고 “어진 도련님 오늘밤 무슨 거동하시느라 이리 예뿌장 합네까.” 추스르고 어르는 보람 있어 성근이도 다시 숟갈을 들었다. 여럿은 더운 물 에 가루를 태워 훌훌 마시었으나 성근이는 그냥 트집을 내어 심술 세게 앉 았다. “먹어.” 어머니의 차운 얼굴을 살펴도 아들은 억지라는 것을 차근히 보이고자 함인 지 “싫여. 난 이거 쓰고 송진내 나는 건 먹기 싫여. 밥 주어 밥.” “밥?” 어머니는 입술을 앙물었다. 있을수록 여윈 볼이 뽀루퉁하고 자애스럽던 눈 엔 저주와 초조와 엄숙과 노여움이 드러났다. [/ADDED]
늙은이가 마지막으로 들른 집에서 다양한 식료품을 받아가는 내용이 추가됨.,"하고 고양이같이 웃어 보이는 것이었다. 웃으면 곯아 비틀어진 우붕 뿌리 같은 그 얼굴에 누비질한 것 같이 잘게 깊게 잡힌 주름살이 피며 주름 사이 에서 햇빛을 보지 못한 살이 받고 지운 것 같이 여기저기 드러나는 것이었 다.[ADDED] “그러게 말이지. 자식 놈들이 몹쓸 놈이지. 그저 벙어리가 불쌍해서 그러 는 거요…….” 하고는 다시 한 번 “히에 ─” 웃어 보이고 돌아서 나오는 것이었다. 그는 행여나! 하는 생각으로 마지막으로 또 한 집에 들렀다. 오랫동안 천 대받고 학대받아 온 늙은이라 남들의 냉정한 것을 슬프게나 원망스럽게 느 낄 줄 몰랐다. 그리고 낙심할 줄도 몰랐다. 마지막 들린 집에서는 쉽사리 동정을 하는 것이었다. “에구, 불쌍해라. 아이는 하필 저런데 가서 잘 테이거던…….” 하며 쌀 한 되, 보리 두 되, 장 한 그릇, 미역 한 쪽, 명태 한 마리를 별 말 없이 내어주는 것이었다. 밥 한 그릇에 온 전신이 녹도록 고맙다고 생각하는 이 늙은이라 이렇게 과분한 적선에는 도리어 고마운 줄 몰랐다. 그의 고마움을 느끼는 신경은 너무나 한도가 적었던 까닭이라 그의 신경은 모조 리 감격에 차고 이 여러 가지에 대한 감사를 일일이 다 느끼기에는 그의 신 경이 모자랐던 것이다. 늙은이는 채 머리만 절래 절래 흔들며 연방 혀 끝으 로 콧물을 잡아 뜯더니 닦았다. 아무 고맙다는 인사도 없이 그는 여러 가지 를 바구니 속에 넣어가지고 머리에 이었다. 그 집을 나와 한참 되지 있는 마을을 향해 걸어가다가 그는 힐끔 한 번 뒤 를 돌아보고는 얼른 바구니에서 명태를 끄집어내어 품속에 감추었다. [/ADDED]"
환자의 병세 개선과 곧 있을 퇴원 준비에 대한 내용이 추가됨.,실내화를 끌고서 밖으로 나가 제법 긴 복도를 천천히 걸어 변소 있는 쪽으 로 갔다. 처음 입원할 적보다 병세는 적가 덜하여졌다.[ADDED] 그래도 하루에 한 두 차례씩 피를 뱉긴 하지만 맹장염은 주사와 찜질로 가제는 아주 아무렇지도 않게 되 었고 위경련도 입원한지 며칠 안돼서 단 한 번밖에 발작하지 않았다. 며칠 전에 병호가 찾아와서 대동문밖 부벽루 올라가는 길모퉁가 바로 강기 슭에 새로 진 자그마한 집 한 채를 얻어 놓았다고 말하더니 어제는 와서 살 림할 채비까지 약간 준비도 해 놓았고 시중들 사람도 하나 구했으니 내일 퇴원하는 게 어떻겠느냐고 물었다. 영철은 퇴원가라는 그 말가 어찌나 반가 운지… 그리고 어떻게 기쁘고도 좋은지 펄펄 뛸 것 같았다. 그리하여 오늘 오전 중에 퇴원하기로 결정하고 헤어졌다. 변소엘 다녀서 다시 돌아와 보니 그동안에 병호와 또 다른 동무 하나가 와 있다. “오늘 퇴원한다지? 병가 그만해서 퇴원하게 되니 무엇보다 고마우가.” 한 동무가 진심으로 가렇게 말하면서 자기의 손을 잡아 흔든다. “자네들가 염려해준 덕분가지. 더구나 병호군의 힘가 아니면 꼭 죽었지 별 수 있나.” 영철은 가렇게 말하면서 자기 바로 옆에 놓인 교의에 걸터 앉은 병호를 진 정으로 고마운 듯가 감격한 눈초리로 바라보았다. “별소리를 다하는군 그래. 병가 나려게 낫지 내힘가 무슨 내힘가야. 객쩍 은 소리 말구 어서 퇴원할 준비나 하세.” 하고 병호는 앉았던 의자에서 벌떡 일어나더니만 추릴 건 추리고 버릴 건 버리고 한데 모을 건 모으기 시작하였다. [/ADDED]
"군대 해산 반대 결정 후, 구체적인 실행 계획과 각 인물들의 행동이 추가됨.","마침내 의논은, ""있는 힘을 다해서 군대 해산에 반항하자."" 하는 것으로 결정이 되었다.[ADDED] 그러나 효충회 육, 칠인 중에 실지로 군대를 지휘하는 지위에 있는 이는 시위 대대장인 D씨와 서울서 얼마 멀지 아니한 지방 진위대 대장인 C씨뿐이 었다. 군부대신 부관인A씨나 무관학교 교장인B씨나 있지도 아니한 치중대장 인 E씨 같은 이는 손에 한 소대 병정도 없는 사람들이다. ""옳다, 어디 겨루어 보자!"" 하고 C씨는 즉시로 자리에서 일어나며, ""나는 가오. 다들 웬 걸 생전에야 만나겠소? 이 판에 살아나는 놈도 개아들 놈이요."" 하고 인사도 다 아니하고 뛰어 나가 버렸다. 그는 군대 해산령이 내리기 전 에 자기가 맡은 수비대로 가려던 것이다. B씨는 각 대 통솔자를 찾아 F씨는 S 내부대신(이는 부총리격이었다)과 C 농상공부대신을 찾아 군대를 해산이 불가한 것을 말하기로 하고, A씨는 R총 리대신과 R군 부대신을 찾아서 군대 해산을 못하게 하도록 힘쓸 것을 약속하고 헤어졌다. 군대를 이상적 군대로 만들어 보자하여 주소로 애를 쓰던 이 사람들의 실망과 분개는 형용해 말할 도리가 없었다. 二[십일] A시는 곧 R총리대신 집을 찾았으나 예궐하였다 하여 만나지 못하고 그 길로 R 군부대신 집을 찾았더니 그 역시 예궐하였다 하나, A씨는 군부대신 부관 인 관계로 R 군부대신 집 사랑에 들어가서 군부대신이 돌아오기를 기다리기 로 하였다. 얼마 아니하여 뚱뚱한 군부대신은 술이 반취나 하여서 인력거를 타고 집으 로 돌아왔다. A씨는 예사롭게 부관답게 R씨 맞았다. [/ADDED]"
소설이 시민 사회의 복잡성을 반영하는 예술 형식으로서의 역할을 설명함.,"소설의 세게 필자는 언젠가 소설이란 문학적 형식은 잡음이 가장 많이 섞일 수 있는 장르라고 말한 적이 있다. 다시 말하면 소설의 생활이란 뜻이고 번잡한 시 정과 항간이라는 뜻이다.[ADDED] 이것을 이론적으로 따져서 말한다면 소설은 시민 사회의 가장 전형적인 문 학 형식이라는 뜻으로도 된다. 사회와 인간이 복잡화하고 분열되어 직업은 전문화, 기계화하여 인간성은 왜곡되고 모든 것이 뒤엉켜 있는 세태 풍속의 혼란한 누적 가운데서 진리의 보물을 찾는 것이 소설이다. 시는 개인과 집 단이 원시적으로 통일되어 그 곳에서 사람의 감흥이 흐를 때 곧바로 음률로 표현화할 수 있던 시대의 산물이고, 소설은 화폐가‘충실을 불신으로, 애를 증으로, 미덕을 악덕으로, 노복을 주인으로, 주인을 노복으로, 무분별을 분 별로, 그리고 분별을 무분별로’전환시키는 지극히 복잡한 사회적 시대에 발달한 예술 형식이다. 시가 새로운 양식에 의하여 개조되지 않으면 갱생될 수 없다는 것도 이것을 말함이며 소설이 현실 사회의 격렬한 분열과 모순의 반영을 회피하는 곳에 유지될 수 없다는 것도 이것을 이름이다. 가령 이효석 씨를 예로 든다면 이씨는 소설을 이끌고시정으로부터 들과 산으로 나갔다가 헛되이 낙엽만 밟고 실패한 작가이다. 씨의 최근의 수작 (數作)은 다시 시정으로 도로 돌어온다는 느낌을 주고 있는 것은 좋으나 아 직 시야를 넓혀 항간에 몸을 붙이지 못하고 도중에서 다방을 기웃거리는 느 낌이 있는 것은 유감이다. 장미 병들다를 보면 군데군데에 이러한 소심 한 악취미의 향락이 눈에 띤다. 활짝 옷을 열고 시민 사회의 와중에 몸을 던지라. 이러한 속에서 이효석 씨의 장래는 열릴 것이다. [/ADDED]"
"존 휴스턴의 감독 작업 및 그의 영화 ""말타의 비보""와 기타 작품들에 대한 설명이 추가됨.","물랑루즈 현대 세계 영화계에서 우수한 영화감독 5명을 선정한다 하면 그 속에 반드 시 존 휴스턴을 뽑지 않을 수가 없다. 우리나라에는 존 휴스턴의 작품은 특 히 최근에 겨우 소개되었다.[ADDED] 즉 그의 감독 제1작은 말타의 비보(秘寶) 인 바 이것은 그 주제를 대실 하메트의 동명 원작에서 얻은 것이다. 하메트는 내가 여기서 설명하지 않아도 널리 알려진 하드보일드에 속하는 탐정작가며 휴스턴이 그의 처녀작으로 말타의 비보를 영화화하였다는 것 역시 그가 하드보일드의 정신을 지니고 있다는 증좌며 결국 작품에 나 타난 것도 그러한 세계임은 다시 말할 필요가 없다. 휴스턴은 그 후 황금, 아스팔트 정글, 아프리카의 여왕 등의 작품을 감독했다. 이러한 작품의 성공은 그로 하여금 최일선의 작가적 지위 를 주었을 뿐만 아니라 정확한 영화기법에 의한 연출수법은 할리우드의 최 대의 예술가로 만들어졌다. 나는 말타의 비보를 접한 후 무조건에 가까울 정도로 휴스턴을 지지하 여 왔으며 그의 작가적인 이질성이 마음에 들었다. 그러던 차에 화가 로트 레크의 전기(傳記)에 취재한 물랑루즈를 보게 되었다. 원작은 피에르 라 뮈르의 ""물랑루즈""며 1950년의 베스트셀러인 것을 영국의 프로듀서 제임스 울프가 그 무렵 영국에 있던 휴스턴에게 말하자 그는 즉시에 승낙하 였다고 한다. 그래서 휴스턴은 뉴욕에 돌아와 주역으로 생각했던 호세 페레 에 전화를 걸었더니 파라 역시 “그 역은 내가 할 역이다”라고 즐거워했 다. 휴스턴은 이 영화에 나오는 여우들은 될 수 있는 한 불란서의 여우를 쓸 것을 희망했으며 색채도 로트레크의 색조를 내는 데 고심하여 그것도 성 공되어 있다.[/ADDED]"
우 태수가 오랜 기억을 되살리고 재회하는 장면이 추가됨., 우 태수는 몇 번눈 을 섬벅섬벅 하였다. 무슨 기억을 일으키려는 듯하였다.[ADDED] 드디어 기억이 소생하였다. 그 측면으로 보이는 뺨 그것은 지금으로부터 십여 년 전 이 근읍 어떤 강변에서 본 일이 있는 어떤 처녀의 뺨과 흡사하였다. 태수는 화닥닥 달려들었다. 백성의 머리를 추겨들었아. 들고 보니 비록 칠 년 새에 얼마간 변하기는 하였지만 틀림 없는 옛날의 자기의 안해였다. “이게 누군가!” “영감!” 태수는 황황히 전 안해를 붙들어 가지고 내아로 들어갔다. 서로 마주 앉아서 펼쳐 놓는 그 회포. 무사 우아형의 눈에서도 한 없이 눈물이 흘렀다. 자기의 성공을 바라는 정성으로 칠 년 간을 마음에 없는 시집살이를 하던 그 정경이며 그 성성이며 그 심려(深慮)에 비교적 마음이 단순한 무사 기질(氣質)의 하형성은 목을 놓아서 통곡하였다. 더러운 몸? 아아 그것이 과연 더럽힌 몸일까? 비록 다른 남편을 섬기는 하였다. 하지만 자기의 성공을 위하여 마음에 없이 다른 남편을 섬긴 것이 과연 더러운 몸일까. “오늘날의 이 성공이 모두 우리 조상의 덕으로 알았더니 지금 보니 전혀 자네 덕이로세. 더 할 말 없네.” 태수는 자식들을 불렀다. 그리고 한미하던 시대의 일을 다 말하고 그때의 내조하던 공을 말한 뒤에 내아에 거처하게 하고 가정을 온통 들어서 여인에게 맡겼다. ? 그 뒤에 하형은 차차 승차를 하여 위가 절도사에까지 이르렀다. 여기까지 이르는 데는 내조의 힘이 매우 큰 것은 거듭 말할 필요도 없다. [/ADDED]
혁신일보 일 주년 기념식에서의 즐거운 술자리 회상이 추가됨.," “혁신일보 일 주년 기념 때지요. 흐흐.”[ADDED] 주인 아씨가 담아 주는 밥공기를 받던 동방 신문 사회부장은 얼른 기억을 끄집어내었다. “그래 그래 옳아, 혁신일보 일 주년 기념 때로군!” 그의 부인은 무슨 기쁘고 큰 자랑거리나 말하는 듯이 밥공기를 든 채 만족하게 말을 이었다. “그 때 우리가 포도주 한 잔하고 위스키를 먹잖었나? 하하하.” “그래서는 술 잡순 것이 영애씨뿐이 아닙니다 그려.” 전깃불 아래 윤기 나는 고수 머리를 삭삭 만지고 있던 그 은행원은 편집부 장의 마누라를 건너다보더니 다시 경희란 여자를 슬쩍 보고 싱긋 웃었다. “그까짓 한 잔 술도 술인가요? 호호호.” 경희란 여자는 입을 막고 몸을 뒤로 제치면서 다정스럽게 웃었다. “일본에서 한 때 ‘청답파 여류 작가’ 들이 오색술인가 먹고 돌아 다녔다 고 신문에 굉장하더니.” 이때까지 말없이 먹고 웃기만 하던 한양 여자 고등 학교 사감은 툭 쏘듯이 말하였다. 그 툭툭하고 멋없는 어성에 일동의 시선은 뚱하고 숨숨 얽은 그 여자에게로 잠깐 몰렸다. “망했어. 엑! 세상은 말세야! 그러니 욕먹을 수밖에…….” 주인은 술이 취했다. “그럼 우리두 욕먹어라고 술을 권하우?” 주인 아씨는 주인의 말에 신기가 불편한 듯이 실죽했다. “하하하, 허허허, 호호호.” 남녀의 웃음은 또 터졌다. 그 웃음에 주인 아씨의 실죽과 주인의 분개가 풀렸다. 사실 주인의 멋없는 분개와 주인 아씨의 실죽을 풀기 위해서 억지 로 웃는 이도 없지 않았다. [/ADDED]"
봄날의 시골 풍경과 이덕순의 어려운 상황이 추가됨.," 감독은 이 꼴을 멀리 바라보며 “이덕순이, 이덕순이.” 하다가 곧 늘어지게 하품을 으아함, 하고 내뽑는 다.[ADDED] 시골의 봄은 바쁘다. 농군들은 들로 산으로 일을 나갔고 마을에는 양지 쪽 에 자빠진 워리의 기지개뿐. 아이들은 둑 밑 잔디로 기어 다니며 조그마한 바구니에 주워 담는다. 달룽, 소로쟁이 게다가 우렁이 ? 산모롱이를 돌아 내릴 제 “누가 따라오지나 않나?” 덕순이는 초조로운 어조로 묻는다. 그러나 죽은 듯이 고개는 그냥 떨어진 채 사리는 음성으로 “아니, 이젠 염려 없네.” 아주 자신 있는 쾌활한 대답이다. 조금 사이를 띄어 가만히 “혹 빠지나 보게, 또 십 년 공부 아미타불 만들어.” “음 맸으니까 설마 ?” 하고 덕순이는 대답은 하나 말끝이 밍밍히 식는다. 기운이 푹 꺼진 걸 보면 아마 되우 괴로운 모양 같다. 좀전에는 내 함세 그까짓 거 좀, 하고 희망에 불 일던 덕순이다. 그 순간의 덕순이와는 아주 팔팔결. 몹시 아프면 기운도 죽나 보다. 덕순이는 저의 집 가까이 옴을 알자 비로소 고개를 조금 들었다. 쓰러져가 는 납작한 낡은 초가집, 고자리 쑤시듯 풍풍 뚫어진 방문, 저 방에서 두 자 식을 데리고 계집을 데리고 고생만 무진히 하였다. 이제는 게다 다리까지 못 쓰고 드러누웠으려니! 아내와 밤낮 겯고틀고 이렇게 복대기를 또 쳐야 되 려니! 아아! 그러고보니 등줄기에 소름이 날카롭게 지난다. 제 손으로 돌을 들어 눈을 감고 발을 내려 찧는다. 깜짝 놀란다. 발은 깨지며 으츠러진다. [/ADDED]"
차 안에서 만난 사람이 동양 삼국의 옷을 입고 여러 언어로 대화를 시도하는 내용이 추가됨.,"고향 ［그의 얼굴］ 대구에서 서울로 올라오는 차중에서 생긴 일이다. 나는 나와 마주 앉은 그 를 매우 흥미 있게 바라보고 또 바라보았다.[ADDED] 두루막 격으로 ‘기모노’를 둘 렀고 그 안에선 옥양목 저고리가 내어 보이며 아랫도리엔 중국식 바지를 입 었다. 그것은 그네들이 흔히 입는 유지모양으로 번질번질한 암갈색 피륙으 로 지은 것이었다. 그러고 발은 감발을 하였는데 짚신을 신었고 ‘고부가 리’로 깎은 머리엔 모자도 쓰지 않았다. 우연히 이따금 기묘한 모임을 꾸 미는 것이다. 우리가 자리를 잡은 찻간에는 공교롭게 세 나라 사람이 다 모 이었으니 내 옆에는 중국 사람이 기대었다. 그의 옆에는 일본 사람이 앉아 있었다. 그는 동양 삼국 옷을 한 몸에 감은 보람이 있어 일본말로 곧잘 철 철 대이거니와 중국말에도 그리 서툴지 않은 모양이었다. “도코마데 오이데 데수카” 하고 첫마디를 걸더니만 동경이 어떠니 대판이 어떠니, 조선 사람은 고추를 끔찍이 많이 먹는다는 둥, 일본 음식은 너무 싱거워서 처음에는 속이 뉘엿 거린다는 둥, 횡설수설 지껄이다가 일본 사람이 엄지와 검지 손가락으로 짜 르게 끊은 꽃꽃한 윗수염을 비비면서 마지못해 까땍까땍하는 고개와 함께 ‘소데수까’란 한 마디로 코대답을 할 따름이요, 잘 받아 주지 않으매, 그 는 또 중국인을 붙들고 실랭이를 한다. “네쌍나을 취?” “니씽섬마?” 하고 덤벼보았으나 중국인 또한 그 기름 끼인 뚜우한 얼골에 수수께끼 같은 웃음을 띠울 뿐이요 별로 대꾸를 하지 않았건만 그래도 무에라고 연해 웅얼 거리면서 나를 보고 웃어 보였다. [/ADDED]"
"딸에 대한 과도한 참견으로 아내에게 잔소리를 듣고, 유모에게도 불안을 느끼는 내용이 추가됨."," “성순아! 이것 봐라! 이것 봐.” 마침 방안에 아무도 없어서 이렇게 딸년을 어르고 있으려니까 앞치마 폭에 다 손의 물기를 닦으며 아내가 들어왔다.[ADDED] “여보우, 그것두 인간이라구 이렇게 암팡지게 쥐구 있구려.” 아내는 갑자기 내가 어린것한테 긴케 구는 것이 우스웠던지, “인제 당신두 철이 나시나 보구려.” 하고 웃는다. 그러나 딸년에게 대한 나의 관심은 이 정도에서 멈추지 않았다. 관심은 나 도 모르게 도를 넘어서 잔소리로 변했다. 기저귀를 갈아주지 않았느니 베개 를 삐뚜르게 받쳐 주어서 머리가 한쪽으로 일그러지겠다느니, 어른들이 아 이 머리맡에 앉아서 아이가 눈을 치뜨게 되느니, 나의 참견할 영역이 아닌 데까지 아는 체를 하자 아내는 말끝마다 톡톡 쏘아붙였다. 물론 수다한 경 우도 있었지마는 번연히 내 말이 옳건만도 되레 나를 윽박지르는 때도 있는 것 같았다. “글쎄, 당신더러 그런 일 참견하시랬어요! 어련히 알아서 할까봐. 이건 오줌똥 받는 데까지 참견이구려!” “아따, 이건 소리만 삑 삑 지를 줄 알았지 자기 잘못한 생각은 도무지 않 나.” “글쎄, 제발 그러지 좀 말아요. 우리끼리야 괜찮지만 유모가 듣는다면 고 깝게 생각하잖겠수. 자긴 올 때마다 기저귀까지 빨아주고 온 정성을 걔한테 다 바치는데 그런 소리 듣는다면 오죽 섭섭다구 하겠수.” 생각하면 그도 그럴 듯한 일이었다. 그러나 실상은 유아에 대한 아무런 지 식도 없으면서 웬일인지 여자들 손에만 아이가 맡겨지는 데 불안을 느끼는 것도 사실이었다. 이리하여 나는 아내에게서 아이에 관해서는 비용을 지불하는 이외에 절대 간섭을 허락지 않는다는 명령을 받고 말았다. [/ADDED]"
경숙이가 기호를 기다리다 지쳐 정거장을 나와 교통사고를 당하는 내용이 추가됨.," 십 분이 지나도 기호는 보이지 않았다. 이십 분이 지나도 또 마찬가지였 다 그러면 기호의 집으로 .[ADDED] 바로 찾아갈까? 아니다. 홀몸도 아니오, 이와 같 이 무거운 몸으로 천여 리 먼 길을 오는 사람을 오든 말든 모르는 체하는 그 사람을 찾아가면 무엇을 하랴. 만일 냉대나 하면 그 집안 여러식구 앞에 서 얼굴에 불을 붙이고 돌아서야 될 것이다. 만일 그렇다면 차라리 찾지 않 는 편이 낫지나 않을까. 그러면 어디로 갈까? 아! 무정한 남자! 저주하는 마음이 다시 새로워졌다. 경숙이는 한 시간 이상이나 궁리를 하다가 쿠션에서 몸을 힘없이 일으켰 다. 아무리 부드러운 자리지만, 그는 바늘방석에나 앉은 것처럼 불안을 느 낀 까닭이다. 기차가 떠날 때마다 사람이 바뀌어 들었으나, 오는 사람마다 자기의 얼굴을 유심하게 바라보는 것 같아서 늘 머리를 숙인 채로 앉았던 까닭인지, 머리를 들자 그는 현기증이 났다. 곧 몸이 쓰러질 듯하였다. 그 는 정신을 차려 쓰러지려는 몸을 겨우 가누어가며 정거장 광장을 향하고 나 섰다. 나서기는 나섰으나 아직도 어디로 갈는지 그 방향을 확실히 정한 것 은 아니었다. 그는 다리로 몸을 운전하며, 머리로는 갈 곳을 생각하던 중이 었다. 그가 머리를 숙이고 맥이 풀어진 채로 전차 정류장의 안전지대 위로 올라 가려고 차도를 건널 즈음이다. 자동차의 사이렌 소리가 바로 귀밑에서 폭발 이 되고, 사면에서 여러 사람의 외마디소리가 들리며, 경숙이는 자동차의 헤드라이트 등 밑에서“아이구!”하고 신음하였다. [/ADDED]"
H가 C를 미워하고 의심하는 것을 후회하며 사랑을 회복하려는 내용이 추가됨.," 이 모양으로 보고 온 듯이 소상하게 전하는 사람이 있었다. 그뿐인가, C 가, ""내가 그까짓 가난뱅이 폐병장이를 사랑해요?[ADDED] 제가 공연히 그런 소리를 하고 다니지."" 하고 H를 비웃더란 말과, 그 말을 할 때의 어조와 표정까지를 전한다. 그러 고 그 말을 전하는 사람은 C도 모를 뿐더러, H도 모르는 사람이요, 나하고는 상당히 친하고 또 믿을 만도 한 사람이다. 그러고 본즉, 나는 그 말을 아니 믿으려 하여도 아니 믿을 수가 없었다. 그래서 나는 실망하였다. H와 C와의 애를 복구해 보려던 계획은 수포에 돌 아 가고 말았다. 인제는 그와 정반대되는 계책을 쓸 수 밖에 없다 하였다. 그것은 H로 하여금 아주 C를 발길로 차 내버리게 하는 것이다. 그러나 나는 차마 내가 C에게 관하여 들은 바를 고대로 H에게 말할 용기는 없었다. 그래서 어찌나 하고 얼마 동안을 보냈다. 그러할 즈음에 H에게서 또 편지 한 장이 왔다. 이번에는 퍽 침착한 어조 로, ""선생님!"" 저는 의지의 사람으로 스스로 믿었더니, 제 역시 사람입니다. 시시각각으 로 마음이 변합니다. 그러나 이것은 잘 변한 것인가 하여 스스로 기뻐합니 다. 저는 C를 미워하고 의심하는 것이 잘못임을 깨달았읍니다. 제가 어떻게 하 면 C를 의심합니까. 어떻게 생명을 바치어서 사랑하던 사람을 의심합니까. C를 의심하는 것은 전 인류를 의심하는 것입니다 ──. 인성을 의심하는 것 이요, 하나님을 의심하는 것입니다 ──. 이것이 할 일입니까 ──. 이것은 저로는 못 할 일입니다. [/ADDED]"
