summary,text
"하루 종일 씨의 분노와 복수 계획, 다음 날 출근 상황이 추가됨.","‘또 모욕당했다.’ 은행에서 사무를 보는 하루 종일 씨의 머리에서는 모욕당했다는 생각이 떠나지를 않았습니다.[ADDED] “이 자식을…… 음, 이런! 원! 에, 분해…….” 그 날 밤 그는 밤새도록 헛소리를 탕탕 하도록 열까지 났습니다. 그의 아내 는 영문은 모르고 은행에서 뉘한테 따귀라도 얻어맞았는가 하고 대단히 걱 정하며 간호하였습니다. 그러나 이튿날 아침, 그는 분연히 일어났습니다. 그리고 ‘오늘도 출근하겠느냐’는 아내의 묻는 말에 당연한 일이라고 고함 을 친 뒤에, 조반을 먹고 또 나섰습니다. ‘에, 이 자식을 오늘은 어제 원수를 갚고야 말겠다!’ 그는 어제 그 사람의 담배 물었던 것이 더욱 자기를 업신여기던 것 같아서 오늘은 자기도 그 사람을 업신여기는 뜻으로 담배를 붙여 물고 뚜거덕뚜거 덕 걸었습니다. 그 사람은 역시 그 모퉁이에서 나왔습니다. 이놈. 씨는 마음을 단단히 먹고 어제 원수를 꼭 갚아야겠다고 아주 거만한 걸음으로 걸었습니다. 그러나 그 사람은 역시 씨와 그의 담배 같은 것은 알지도 못 한 다는 듯 이 걸어옵니다. 씨는 너무 답답하여 그 사람과 자기의 사이가 10여 보쯤 까지 가깝게 된 때에 에헴, 하고 기침을 했습니다. 즉 그때였습니다. 그 사 람은 눈을 한번 껌벅하더니 담배를 땅에 내던지고 피곤한 듯한 오만한 눈알 을 천천히 굴려서 씨에게로 향하였습니다. 씨는 뜻하지 않고 눈을 내리 떴습니다. 아차! 씨가 퍼뜩 정신을 차리면서 눈을 다시 들 때는, 그 사람과 씨는 벌써 너덧 걸음 둥지게 되었습니다.[/ADDED]"
부부가 힘든 결정을 내리고 이별 준비하는 상황이 추가됨.," 하늘과 같이 허망된 심경이었다. 울고 싶은 심경이었다.[ADDED] ─ 아니 나중에 보니 아내의 눈에는 이슬이 맺혀 있었다. “별 수 있소. 당분간 당신은 친정에 좀 가 있어주.” “어린것들은?” “당신 가면 걔들두 같이. 호라비가 어린것들을 데리구 있은들 어쩌겠 소.” “당신은?” “나야 또 서울루 가서 직업을 얻어보는 게지. 죽기보다도 싫소만…” 나는 또 원망스럽게 창망한 하늘을 쳐다보는 것이다. 아내도 나와 똑같은 심경이었던지 시선을 멀리 치보내고 앉아 있었다. 아내는 어린것들을 데리고 친가로, 나는 다시 서울로, 이렇게 농촌의 꿈이 깨어지자 우리는 서서히 이반할 준비를 시작했다. 그동안에 서로 음식도 나 누어 먹을 만큼 되어 있던 터라 아내는 그러 이야기를 하니까 공부만 해두 쓸데없다고 권 안달 댁이 그러더라고 분한 듯이 와서는 한숨만 쉬고 앉았다. 나는 우선 이반과 아내 차비만이라도 있어야 할 판이다. 그날로 몇몇 친구 한테 편지를 띄우고 우두커니 배달이 오기만 기다리고 있었다. 정말 정말 울고 싶은 심정이었다. 닷새가 지났다. 친구한테서는 이렇다는 엽서도 없다. 인제는 가서 떼라도 쓸밖에 없다. 주섬주섬 집어치웠던 양복을 꺼내 입고 신발끈을 매는데, “박상.” 하고 누가 찾는다. “누구요?” “납니다.” 권이었다. 나는 아내의 고무신짝을 찔찔 끌고 나갔다. “우리 걔 어미한테 얘긴 들었소만, 거참.” 하고 입맛을 쩍쩍 다시고 섰더니, “낼 오시나요?” “글쎄올시다. 낼 아마 못 오게 될지두 모르겠습니다만.” “허, 그럼 안됐는데…” 하고 딱해 하는 표정이다. [/ADDED]"
"그 여자의 과거 사랑과 고난, 학업에 전념하게 된 과정이 추가됨.",하니 이제 그 주인공이었던 여자가 우리 학원의 교원으로 아니 나를 사랑 하는 여자가 되어 있는 것을 알 때에 어찌 놀라지 않을 수 있으랴. 나는 신문 뭉치를 5회까지의 기사를 찾아내려고 산산히 풀어헤치고 뒤졌 으나 이미 나선 ‘1’밖에 찾을 수가 없었다.[ADDED] 그러나 그때의 묵은 기억으로서도 그 기사의 문면은 아직도 머리에 새롭 다. 세 번의 실연 S여고 보 3년 때 어느 동무의 오빠의 동무라는 동경 유학 생으로 첫사랑의 꽃이 1년을 남아두고 피어 오다가 철석같은 언약으로 남자 의 간절한 청을 차마 거역하지 못한 그 일순간이 다음 순간에는 남자로서의 한 낱 향락의 도구로서밖에 지나지 못하였던 것을 알았다. 그리하여 처녀로서의 생명을 잃은 미령이는 남 모르게 혼자 애를 태우며 눈물을 삼켜 오다가 모든 것을 단념하고 오직 공부에 전심하여 우수한 성적 으로 그 학교를 졸업하고 전문으로 들어가 꾸준히 학업을 계속하여 오다가 졸업을 전후해서 우연히 알게 된 어떤 전문학생과 교제를 하여 오던 것이 그 학생에게서의 모든 조건을 갖추었다고 찾게 된 것이 모르는 사이에 지난 날의 상처는 잊은 듯 사랑의 움이 싹뜨기 시작하여 스위트홈의 꿈속에서 청 춘의 피는 끓을 대로 끓어 그야말로 그 학생을 순정으로 사랑하게 되었다. 그러나 그 학생에게서 찾을 수 있던 미점은 역시 일시에 불타는 욕심에 미령을 끌기 위한 가면 속에서의 짓인 것을 다시금 경험하고 났을 때 미령 이는 모든 남성을 저주하는 나머지 세상을 비관하게 되었다. 학교도 집어치 우고 두문불출로 1년을 방구석에서 히스테리에 가까운 상태에서 빚어낸 온 갖 공상이 그 여자로 하여금 전율할 생의 변화에로 이끌어 냈다.[/ADDED]
박람회에서 사람거미 관람과 경수의 반응이 추가됨.,"인두지주(人頭蜘蛛) 1 S시에는 산업박람회(産業博覽會)가 열리었다. 구경이라면 머리를 동이고 달려드는 사람들은 오늘도 이른아침부터 모여들기 시작하여서 너른 터전은 그야말로 인산인해를 이루었다.[ADDED] 그것은 이런 대목을 보려고 각처에서 모여 든 마술단, 연극단 무슨 단 무슨 단 하는 온갖 노름 놀이가 귀가 소란하게 뚱땅 거리며 그들을 꾀어들이는 까닭이었다. 이날도 경수는 빈 지게를 지고 무슨 벌이가 혹시 있을까 하여 이 광장을 빙빙 돌다가 한낮 후에는 그만 화가 나서 집으로 돌아가려던 차에 홀연 사 람거미라고 외치는 소리를 듣자 그는 걸음을 멈추고 귀를 기울였다. “자 구경하시요! 오 전씩. 남영 인도산(南洋印度産) 사람거미 사람 대가리에 거미 몸뚱이란 이상한 짐승이올씨다…….” 맞은편 막다른 골목에다 가만히와 섬거적으로 막을 치고 출입하는 문 위 에다는 새 옥양목 바탕에다 사람 대가리가 돋친 거미를 이상스럽고 울긋불 긋하게 그려서 걸고 그 옆에는 해진 양복을 입은 장대한 남자가 서서 목이 터지도록 이렇게 외치고 있다. “참, 세상에 별 괴상한 것도 다 보겠군! 허! 허, 원 세상에 사람의 머리 돋친 거미란 놈이 다 있단 말인가?” 거기는 들고 나는 사람이 연신 줄달으며 나오는 사람들마다 희한하다는 듯이 모두 이렇게 중얼거린다. 이때 경수도 속으로 혼자 중얼거리며 오고 가는 사람들 틈에 끼어서 얼마 동안 그 그림을 쳐다보았다. 그는 들어갈까 말까 하고 주저하다가 제일 구경값이 싼 김에 그만 지게를 벗어 놓고 단풍 한 갑 사 먹을 돈 오 전 있는 놈을 자선하기로 결심하였다.[/ADDED]"
스테판의 경제적 고통과 본국 소망 이야기가 추가됨.," “암마를 줘두 좋기는 하겠지만 어디 세상에 그렇게 관대한 손님이 있어 요.” 유우라는 나를 위로하려고 애쓰는 눈치인 듯도 하다.[ADDED] 그러나 그가 전하는 스테판의 신세 이야기는 도리어 더한층 내 마음을 울리게 되었다. “하긴 스테판은 그렇게 푼푼이 모아서 본국으로 갈 노자를 맨들구 있답니 다. 한 푼이래두 더 긴하긴 하죠.” “본국으로.” “그는 소비에트로 가야 하구 가기를 원하고 있어요.” “흐음. 그럼 변소에서 버는 한 푼 한 푼이 십만리 먼 길을 주름잡는 한 킬 로 한 킬로의 찻삯이 된단 말이지.” “그렇게 그는 평생의 꼭 한 가지 그 원을 위해서는 어떤 비굴한 웃음이든 지 띠이지 않을 수 없어요.” “그럼 난 더 미안한 셈이 되게.” “스테판의 꿈은 먼 곳에 있답니다. 눈앞에는 아무 것두 없어요.” “유우라의 꿈은?” 나는 뒤미처 물으려다가 그만 입을 다물고 강을 내다보았다. 누런 탁류가 아득하게 넓고 무수한 배가 혹은 움직이고 혹은 서 있다. 나는 문득 ─ 밑도 끝도없이 문득, “스테판은 혹시나 유우라의 아버지나 아닐까.” 하고 느끼자 공연히 내 스스로 그 당돌한 생각에 놀라면서 고개를 돌려 유 우라를 보았다. 역시 강을 바라보고 있던 유우라는 그 내 거동을 눈치 채임인지 얼굴을 돌 려 함께 나를 본다. 나는 그의 복잡한 마음속을 그 시선만으로는 읽을 길이 없다. 그는 그 수심스런 눈을 보낼 곳이 없는 듯 다시 강으로 던지면서, “강을 바라보면 저는요 ─.” 들릴락 말락 목소리가 가늘다. [/ADDED]"
박영애가 명호에게 과자를 주며 아버지의 귀가를 기다림.,"“괜찮아. 내가 뭐 무서운가?”[ADDED] 그녀는 마루 끝에 걸터앉아 명호를 끌어다가 무릎 앞에 세웠다. “아버지께서는 늘 이렇게 늦게 들어오시니?” 명호는 고개를 저을 뿐 대답은 하지 않았다. “그럼 곧 들어오시겠구나.” 명호는 고개를 끄덕였다. “자, 이건 명호 주려고 사 온 거야.” 박영애는 옆에 놓인 과자상자를 끌어다 명호 앞에 열어 놓았다. “먹어 봐.” 명호는 슬며시 박영애의 앞에서 물러났다. “왜 그래? 낯설어서 그러는 게로군.” 박영애가 무안한 듯 말했다. 식모도 민망해서 말참견을 하였다. “아니랍니다. 무슨 음식이든지 아버지께 여쭈어보고 나서는 먹는 아이랍 니다.” “오, 그랬구나. 그래야 되지.” 박영애는 호들갑스럽게 웃었다. 그녀는 과자상자를 다시 덮어서 밀어 놓았 다. 명호는 다시 골목으로 나갔다. 마루의 시계가 열 시를 가리키고 있었다. 영애는 일어섰다. 툇마루에 앉았던 식모도 따라 일어섰다. “왜 일어서세요? 곧 들어오실걸요.” “가봐야겠어요. 집에서 걱정하거든요. 오시거든 박영애가 왔다 갔다고 전 해 주세요.” “네.” 명호가 자리 위에서 뒹굴거리다가 잠들려 할 때에 술에 취한 영철이 쿵쾅 거리고 들어왔다. 명호는 평소때와는 다른 아버지를 휘둥그래진 눈으로 바 라보았다. 영철 씨는 아들의 두 뺨을 쥐었다가 놓고는 비틀거리며 옷장문을 열고 양복을 벗어서 걸었다. 명호는 눈을 부비며 여전히 바라볼 뿐이었다. “아버지!” “응?” “저녁 때 누가 왔었어요.” “누가?” “웬 여자야.” “여자?” 명호는 잠자코 마루로 나가, 과자상자를 들고 와 아버지 앞에 놓는다. [/ADDED]"
"농민의 어려운 생활과 조합 부재, 가족 생계를 위한 편지 내용 추가됨.","“그래 논은 금년에 떼웠나?” 한참 만에 나는 이렇게 물었다.[ADDED] “응……” “조합 같은 것도 없어?” “조합? 금융조합?” “아아니 농민조합.” “조합이라고는 금융조합밖에는 없어.” “달리 논을 얻어볼 도리도 없고?” “지금 시골서 논 한 자리 얻기가 옛날 전라감사 하나 하기보담도 더 어렵다 네.” “그러면 대관절 시골 사람들은 무얼 해먹고 사나?” “사람이 있나! 그렇게 못 살 지경이 되니까 일본으로 간도로 그렇잖으면 항구 로 모두 떠나고 없지…… 읍내만 하여도 그전에는 오백 호나 되던 것이 작년 올 에 바짝 더하여 삼백 호도 못되는데……” 그 뒤 며칠이 지나 병문이는 염천교 세관에 가서 지겟벌이를 하였다. 그런데 병 문이에게 가장 큰 문제는 시골 남아 있는 가족들이다. 아내, 열한 살과 아홉 살짜리 두 딸, 그 아래로 젖먹이 어린것 ― 이들은 굶기 아니면 풀을 뜯어다 목구멍에 풀칠을 하고 있을 것이다. 이틀이나 밤을 새워가며 생각다 못하여 병문이는 다음과 같은 편지를 그 아내에 게 부치었다. “차비를 부칠 생각은 없지 아니하나 돈을 벌지 못하였으니 앉어서 죽기보담 하 루 단 십리씩이라도 걸어서 얻어먹어가며 올라오소. 어린 자식들이 불쌍하지만 어쩔 수가 없네. 걸어오자면 짐이 가벼워야 할 테니 누더기 같은 것도 단 한 푼이라도 받고 팔아 서 가지고 오다가 한때 요기라도 하도록 하소. 서울 당하여서는 이 편지봉투를 순사한테 보이고 찾아달라고 하소.” (1932년) <東方評論[동방평론] 1932. 7~8월호> .[/ADDED]"
"그의 괴로움, 안해에 대한 반감, 어려운 생활 조건이 추가됨.", 그는 노기와 한고로 말미아마 팔장을 찌르고는 덜덜 떠렀다. 농창이 난 버 선이라 눈을 발고 섰으니 뼈 끗이 쑤시도륵 시렵다.[ADDED] 몸이 괴로워지니 그는 안 해의 생각이 머릿속에 문득 떠오른다. 집으로만 가면 따스한 품이 기다리런만 왜 이 고생을 하는지 실로 알고도 모를 일이 다. 허지만 다시 잘 생각하면 안 해 그까짓건 싫였다 아리랑타령 한마디 못하는 병신 돈 한 푼 못버는 천치 ── 하긴 초작에야 물불을 모를만치 정이 두터웠 으나 때가 어느 때이냐 인제는 다 삭고 말었다. 뭇 사람의 품으로 올마안기며 에쓱어리는 들병이가 말은 천하다 할망정 힘 안 드리고 먹으니 얼마나 부러운가. 침들을 게제 흘리고 덤벼드는 뭇 놈을 이손 저손으로 맘대로 후물르니 그 호강이 바히 고귀하다 할지라 ── 그는 설한에 이까지 딱딱 어리도록 몸이 얼어간다. 그러나 집으로 가서 자 리우에 편히쉬일 생각은 조금도 없는 모양갓다. 오 즉 게숙이가 불러드리기 만 고대하여 턱살을 바처 대고 눈이 빠질 지경이다. 모진 눈보래는 가끔식 목덜미를 냅다 갈긴다. 그럴 적마다 저고리 동정으로 눈이 날아들며 등줄기가 선뜩선뜩하였다. 근식이는 암만기달려도 때가 되었스련만 불러드리지를 않는다 수군거리든 고것좇아 끊이고 인젠 굵은 숨소리만이 흘러나온다. 그는 저도 까닭 모르는 약이 발뿌리서 머리끝가지 바짝 치뻗었다 들병이란 더러운 물건이다 남의 살림을 망처 놓고 게다 가난한 농군들의 피를 빨아 먹는 여호다 하고 매우 쾌쾌히 생각하였다. 일변 그렇게까지 노해서나갔는데 안 해가 지금쯤은 좀 풀었을가 이런 생각도 하야본다. [/ADDED]
은주와 운전수의 유쾌하면서도 불안정한 대화가 추가됨.," ""유쾌한 아가씬데요."" ""유쾌해 뵈요?[ADDED]"" ""종달새 같은 아가씹 니다."" ""고마워요."" 마음의 풍경과는 정반대의 표정을 은주는 하고 있는 것이다. ""좀 더 속력을 내요. 저기 가는 찦차 한 번 따라 마셔 봐요."" 은주는 어린애처럼 발을 굴렀다. ""위험합니다. 사고가 나기 쉽지요."" ""사고 좀 나면 어때요?"" 정말로 사고라도 한 번 내 보면 하는 은주의 심경이었다. ""아직 목숨이 아까우니까요."" ""뭐가 아까워요? 저기 오는 저 츄럭과 한 번 탁 부딪쳐 봐요."" ""말씀 맙쇼. 이래 뵈두 자식 새끼가 수두룩 하답니다."" 거기서 두 사람의 대화는 뚝 끊기었다. ""어디로 갈 가요?"" 서대문 네거리에 차는 다달았다. ""글쎄 마음 대로 가시라니까 ??"" ""서울 역 쪽으로 가서 남산 공원을 한 바퀴 돌아 봅시다."" ""좋아요."" 그러나 로오타리를 삥 도는데 ""스톱!"" 하고 은주는 갑자기 외쳤다. ""여기서 내려요?"" ""아냐요. 나 저기 보이는 중국 집에 잠간 들렸다 올 테니 기다려요."" 핸드빽을 운전수에게 맡겨 놓고 은주는 깡충 차에서 뛰어 내렸다. ""이 핸드빽을 갖고 다라 나면 어떻 걸 셈입니까?"" 운전수는 웃으면서 그런 농담을 했다. ""괜찮아요. 십만 환 이상은 들어 있지 않으니까, 그것 때문에 콩밥 잡수 시기는 다소 아쉬울 거예요."" ""아하하핫……"" 운전수의 유쾌한 웃음 소리를 뒷 통수에 들으면서 은주는 또박또박 중국 집으로 들어 갔다. 한참 만에 은주는 도루 또박또박 걸어 나와서 또 차를 탔다. [/ADDED]"
"명자가 야경을 바라보며 자유를 갈망하고, 굶주림에 시달리는 장면이 추가됨."," 사진 보고 생각하고 울고 하는 동안에 오늘 하루도 다 가고 어느새 밤이 되었다. 명자는 눈물를 씻고 일어나서 커튼를 열었다.[ADDED] 창밖에는 얿은 장안이 끝없이 깔렸고 암흑의 거리거리가 층층의 생활를 집어삼키고 바다같이 깊다. 그 속에 수많은 등불이 초저녁의 별같이 쏟아져서 깜박깜박 사람를 부르는 듯하였다. 명자는 창를 열고 찬 야기를 쏘이면서 시름없이 거리를 내려다보았다. 그 속은 어쩐지 자유로울 것 같았다. 속히 이곳를 벗어나 저 속에 마음껏 헤엄쳐 볼까 하도고 그는 생각하였다. 매력 있는 거리를 한참이나 바라보다가 그는 다시 창를 닫고 커튼를 쳤다. 새삼스럽게 기갈이 복받쳐 왔다. 그는 그 길로 바로 곧은 층층대를 타고 내려가 층 아랫방으로 갔다. 넓은 방에는 사흘 동안의 단식에 눈이 푹 꺼진 동무들이 맥없이 눕기도 하고 혹은 말없이 앉았기도 하였다. “배고파 못 살겠다.” 명자는 더 참를 수 없어 항복하여 버렸다. 말없는 그들도 따라서 외쳤다. “속 쓰리다.” “배고프다.” “이게 무슨 못할 짓인고.” “×를 팔면 팔지 내사 배곯구는 몬 살겠다.” 누웠던 부영이가 일어나서 그들를 진정시키려고 쇠진한 의기를 채질 하였다. “사흘 동안 굶어서 설마 죽겠니. 옛날의 영악한 사람은 한 달이나 굶어도 늠실하였다 드라.” “옛날은 옛날이고 지금은 지금이 아니냐.” “지금 사람이 더 영악해야 하잖겠니. 저의가 아수운가 우리가 꿀리나 어데 더 참아 보자꾸나.” 부영이가 이렇게 말하면, “죽든지 살든지 해보자!” “더 참아 보자!” 하는 한패와 그래도, “못 살겠다.” “못 견디겠다.” “배고파 죽겠다.” 하는 패가 있었다. [/ADDED]"
평목과 조신 간의 대화와 평목이 조신에게 법당용품을 전달하는 장면이 추가됨.," ""이놈이."" 하고 조신은 번개같이 덤벼들어서 평목의 뺨을 때렸다.[ADDED] ""네, 이 놈! 또 한 번 그런 소리를 해보아라. 내가 너를 죽여 버리고 말 테 다."" 조신은 씨근씨근하였다. ""이 못난 녀석이 어디 이런 기운이 있었어?"" 평목은 달례를 놓고 커다란 입을 벌리고 껄껄 웃었다. 평목이가 웃고 보니, 조신은 부끄러움이 나서, 제 손으로 때린 평목의 뺨 이 불그스레하여지는 것을 겸연쩍게 바라보았다. 평목은 어깨에 걸쳤던 보퉁이를 내려서 조신의 앞에 내어 밀며, ""엇네, 노시님이 보내시는 걸세."" 하였다. ""그게 무엔가?"" 조신은 더욱 무안하였다. ""끌러보면 알지."" 조신은 끌렀다. 거기서 나온 것은 법당에 벗어 팽개를 치고 왔던 칡베 장 삼과 붉은 가사였다. ""이건 왜 보내신다던가?"" 조신은 가사와 장삼을 두 손으로 받들어 들고 물었다. ""노시님께서 그러시데. 이걸 조신이 놈을 갖다 주어라, 이걸 보고 조신이 놈이 돌아오면 좋고, 안 돌아오거든 몸에 지니고나 댕기라고 일러라, 지금 은 몰라도 살아가노라면 쓸 날이 있으리라, 그러시데. 그럼 잘 가게, 나는 가네. 부디 재미나게들 살게. 내 사또 뵙고 자네들이 하슬라 쪽으로 가더라 고 거짓말을 하여 줌세. 사또도 사또지, 이제 저렇게 된 것을 다시 붙들어 가면 무얼 하노."" 하고 평목은 조신과 달례를 바라보고 한 번 씩 웃고는 뒤도 아니 돌아보고 훨훨 오던 길로 가고 말았다. ""고마웨, 평목이 고마웨."" 하고 조신이 외쳤으나 평목은 들은 체도 아니하였다. [/ADDED]"
조사와 생각을 통해 여자의 정체와 행동을 추리하고 이해하려 시도하는 내용이 추가됨.," 그러하잔즉 은 과연 그 이상의 확증을 잡을 만한 조건은 미상불 찾아낼 수 가 없는 것 같았다. 하나 반대로, 이미 도달한 결론을 갖다가 도로 번복을 시킴직한 조건도 마찬가지로 발견은 할 수가 또한 없었다.[ADDED] 그러므로 역시, 먼저의 결론은 어쨌거나 일단 승인을 하지 않을 수가 없 던 것인데, 그러자니 문득 ‘대관절 웬 여자길래?’ 하고 그의 정체랄 것이 비로소 궁금했다. 아닌게아니라, 여자의 과거 일체가 드러난다면 시방 현재의 행위도(간접 으로써) 자연 판명이 될 것이었었다. 그래 아 쉰 대로 처음 김종호가 너절하니 주워섬기던 명색 소개의 말을 돌 이켜 두루 생각을 해보았고, 해는 보았으나, 그러나 막상 그런 걸 가지고서 는 바라는 바 여자의 정체를 캐치할 수가 도저히 없었다. 해서, 정통은 종시 막연한 채 다만 그 대신 애초에 여자를 한낱 하잘것없 는 잡동사니의 룸펜 ── 천민(賤民)인 걸로 보아버렸음은 역연 온당치 못 한 편견이었다는 것만은 재삼 자인을 해야 했었다. 따라서, 가령 이번 일로 하더라도 무어 조선의 각반 예술이라더냐 영화라 더냐 관심이네 연구네 하던 소리는 정녕 김종호의 어지빠른 고안일 테고, 당자는(어찌된 내력은 모르겠으나) 십상 마음이 울적한 나머지 구경 삼아 놀기 겸, 미지의 세계라서 그저 와보느라고 와본 것이겠는데, 자연 사정이 며 형편을 모르는 만큼, 또 지리에도 생소하고 하여 전자에 우연한 안면이 있었거나 혹은 누구의(무책임한) 소개로 저 살뜰한 안내자를 찾았던 모양 같고, 한 것이 시방 아무 영문도 모르고서 저렇듯 덤덤히 꺼들려 다니며 애 꿎이 꼭두각시 노릇을 하는 참이고…… 이렇게 인식을 시정할 수까지 있었 다. [/ADDED]"
권 서방이 소유한 농터의 역사와 그에 대한 강한 애착이 추가됨., 그러나 권 서방이 서울 간다는 게 그렇게 신푸녕해하는 데는 이보다도 더 큰 딴 이유가 있었다. 농터를 버리고 가고 싶지 않았던 것이다.[ADDED] 농터라야 논 엿 마지기에 밭 하루갈이가 있을 뿐이었지만 이 엿 마지기가 그야말로 육십 평생 피땀을 흘려 겨우 마련한 농토였다. 왜정 때는 감히 꿈도 못 꾸 었던 자작농이었다. 해방이 되자 한동안 무상으로 농토를 나누어준다고 했 지만 천지 이치가 공것은 없다고 생각하는 것이 한 신념이 되어 있는 권 서 방한테는 귀에도 들어오지 않았었다. “무슨 눔의 팔자에 내 땅을 부쳐보랴.” 이렇게 체념을 하고 그저 꾸벅꾸벅 남의 소작을 해오는 권 서방 앞에 뜻밖 에도 희한한 기적이 나타났었다. 새로 선 우리 나라 정부가 지주들한테서 땅을 빼앗아서 연부로 작인들한테 판다는 것이다. “그건 말이 되는 말이야!” 공짜로 주는 것이 아니라 나라에서 연부로 준다는 말만은 권 서방도 믿지 않을 도리가 없었다. 권 서방이 아직 어렸을 적 일이지만 왜정 때도 그런 일이 한 번 있었던 지라 제 땅은 평생 가져보지 못하느니라고 단념하고 있 던 권 서방은 신바람이 났던 것이다. 물론 제가 부치던 땅은 작인한테 살 권리가 있다던 말대로는 안되었지만 지주와 바꿈질을 해서 지금의 엿 마지기를 샀던 것이다. 이 마석지기밖에 안되는 모래논을 그야말로 연차계획을 배토도 하고 환토도 해서 지금은 제 법 흙이 제 빛이었다. 남들이 상환미를 반도 못 물고 옛날 지주한테 빚을 쓰는 동안에도 권 서방은 이를 악물고 이것을 갚았었다. [/ADDED]
병사들이 어두운 밤에 전투를 진행하면서 고향과 가족을 그리워하는 내용이 추가됨.," 몇 개의 별빛이 겨우 길만을 희미하게 비쳐줄 뿐이었다. 언제 어디서 복병 이 튀어 나올지도 모르는 산악지대다.[ADDED] 일체의 불빛은 엄금이 되어 있었다. 그것은 그대로 죽음에의 길이었다. 지옥에의 길이었을지도 모른다. 그 무 서운 포화가 터졌건만 아직도 맹수 소리가 간단없이 들린다. 어둠의 행진을 진지하게 했다. 죽음의 행진처럼 말 한마디 없다. 이런 때면 장병들은 고향 생각에 잠기는 것이다. 그리운 고향의 산천, 아직도 겨드랑이에 따뜻이 남 아 있는 부모님의 애정, 형과 동생, 누님과 누이의 그리운 모습들, 애인과 아내의 사랑스러운 얼굴들, 지금의 그들에게는 괴롭고 슬프던 일을 추억함 으로만도 오히려 기쁠 수 있었다. 아니 오직 그리운 고향 산천을 바라보고 그리운 사람들의 모습을 눈앞에 그리어보는 것만으로 즐거울 수 있었다. 고 향 산천을 그리는 동안에는 추위도 몰랐고 피로도 몰랐다. 십상 팔구는 죽 음의 길일지도 모르는 길이건만 불안도 공포도 없었다. ‘지금쯤 어머니는 앉아 계시겠지? 아들을 생각하시고, 아들의 신상에 재 앙이 없기를 빌고 계시겠지… 형은 알 게다. 누이는 새벽 공불 하구 ―’ 슬퍼야 할 이런 추억도 그대로 시였다. 아름다운 시였다. ‘어머닌 내 사진을 꺼내 들고 앉으셨을지도 모르지. 언젠가의 편지처럼 돋보기를 쓰시구 희미한 불에 내 얼굴을 좀 더 자세히 보시려구…’ ‘그러나 우실 게다. 우시다가 그대로 잠드시구…’ ‘그러면 꿈속에서 또 아들의 그리운 얼굴을 만나보시겠지…’ 저도 모르게 눈물이 흐를 때도 있었다. 그러나 울면서도 역시 즐거울 수 있는 순간이었다. [/ADDED]"
선생님과 학생이 서로의 결심을 공유하며 감동적인 대화를 나누는 내용이 추가됨.,"“학봉아! 네가 네 마음을 고치지 못하는 것은 나는 내 힘이 부족한 탓이라 고 한탄하고 있다. 너는 어째서 선생의 슬픈 가슴속을 살피지 못한단 말이 냐?”[ADDED] “선, 선생님! 용서해주세요.” “집이 가난한 것은 조금도 부끄러워할 것이 없지만, 그러나 마음이 가난한 거야말로 사람으로서는 가장 슬프고 가장 부끄러운 일일 것이다. 네가 마음 을 고치지 못하면 사회에 나가서도 또한 낙오자를 면할 수 없을 것이다. 학 봉아! 잘 알아들었지.” 가슴을 쿡! 쿡! 찌를 듯이 감동이 된 학봉이는 그만 울음이 터져 나와서 나 뭇가지에 주저앉아서 울어버리고 말았습니다. 선생님의 두 볼에도 눈물이 흘 러 내렸습니다. “선생님! 이번 한 번만??????.” “응! 알았다.”“이제부터는 다시 안 그러겠습니다.” “맹세를 하겠니. 응?” “네.” “이 맹세를 영원히 잊어버리지 말아야 한다.” 양 선생님께서는 학봉이 손을 꼭 쥐시었습니다. 양 선생님의 따뜻한 피가 손과 손을 통해서 학봉이 몸으로 흘러 옮겨 갈듯이 그렇게 단단히 쥐셨습니 다. 선생님과 생도의 얼굴 두 사람의 눈에서는 기쁨에 넘친 뜨거운 눈물이 주 루루 흘러 내렸습니다. 3. 전차에 치신 선생님 자기 잘못을 눈물로써 맹세한 학봉이는 전과는 아주 딴판으로 명랑한 기분 으로 학교를 다니고 양 선생님께서도 항상 얼굴에 웃음을 띠우시면서 육십 명 생도를 열심히 가르쳐주셨습니다. 그것은 유월 첫째 월요일 날이었습니다. 다른 선생님보다 제일 먼저 오시는 양 선생님께서는 상학 싸이렌이 울려도 뵐 수가 없었습니다. 조회 시간에 교 장선생님께서는 연단에 오르셔서 여러 가지 주의의 말씀이 계신 다음 이렇 게 말씀하셨습니다.[/ADDED]"
